"Story","Title","Result","Date","Stability","Duration (s)"
"CMP-3 - Buying Authorities","VIR-271.02 Verify that the Chief can set permissions to the users separately","PENDING","2017-08-11T14:07:59.563+03:00","0.0","0.0"
"CMP-3 - Buying Authorities","VIR-271.03 Verify that the Chief can set permissions to the bulk users by setting permissions to the group","PENDING","2017-08-11T14:07:59.774+03:00","0.0","0.0"
"CMP-3 - Buying Authorities","VIR-271.04 Verify that the permissions are applied to the user/users","PENDING","2017-08-11T14:07:59.921+03:00","0.0","0.0"
"CMP-5 - Manage School Categories","VIR-272.01 Verify that the Chief can set category permission for each school separately","PENDING","2017-08-11T14:08:00.033+03:00","0.0","0.0"
"CMP-5 - Manage School Categories","VIR-272.02 Verify that the list of categories are shown as the check boxes within Categories section for the Business Unit permission","PENDING","2017-08-11T14:08:00.123+03:00","0.0","0.0"
"CMP-5 - Manage School Categories","VIR-272.03 Verify that the category check boxes are checked in by default to view all categories","PENDING","2017-08-11T14:08:00.509+03:00","0.0","0.0"
"CMP-5 - Manage School Categories","VIR-272.04 Verify that the deselected categories are not shown for the admin/staff shoppers assigned to the business unit at the following pages","PENDING","2017-08-11T14:08:00.734+03:00","0.0","0.0"
"CMP-6 - Manage School Colors","VIR-273.01 Verify that the Chief can set color permission for each school separately","PENDING","2017-08-11T14:08:00.977+03:00","0.0","0.0"
"CMP-6 - Manage School Colors","VIR-273.02 Verify that the list of colors are shown as the check boxes within Categories section for the Business Unit permission","PENDING","2017-08-11T14:08:01.273+03:00","0.0","0.0"
"CMP-6 - Manage School Colors","VIR-273.03 Verify that the colors check boxes are checked in by default to view all colors","PENDING","2017-08-11T14:08:01.681+03:00","0.0","0.0"
"CMP-6 - Manage School Colors","VIR-273.04 Verify that the deselected colors are not shown for the admin/staff shoppers assigned to the business unit at the following pages","PENDING","2017-08-11T14:08:02.036+03:00","0.0","0.0"
"CMP-6 - Manage School Colors","VIR-273.05 Verify that if all colors are deselected the base color is allowed to the business unit/school, the model with base color is shown to the shopper from this unit/school","PENDING","2017-08-11T14:08:02.288+03:00","0.0","0.0"
"CMP-6 - Manage School Colors","VIR-273.06 Verify that if all colors are deselected the base color is not allowed to the business unit/school, the model with base color is not shown to the shopper from this unit/school","PENDING","2017-08-11T14:08:02.446+03:00","0.0","0.0"
"CMP-7 - School Consistency","VIR-274.01 Verify that the products within disallowed color/category is not shown to the shopper for appropriate unit/school at the following pages","PENDING","2017-08-11T14:08:02.592+03:00","0.0","0.0"
"CMP-7 - School Consistency","VIR-274.02 Verify that the color and category availability for the school can be managed via impex","PENDING","2017-08-11T14:08:02.711+03:00","0.0","0.0"
"CMP-7 - School Consistency","VIR-274.03 Verify that the admin users (content Admin, product admin, product manager, web site admin) have an access to the HAC for impex","PENDING","2017-08-11T14:08:02.920+03:00","0.0","0.0"
"PRD-1 - Product Import","VIR-275.01 Verify that the Product Admin can import products","PENDING","2017-08-11T14:08:26.489+03:00","0.0","0.0"
"PRD-1 - Product Import","VIR-275.02 Verify that the Product Admin can import category pricing","PENDING","2017-08-11T14:08:26.546+03:00","0.0","0.0"
"PRD-2 - Product Groupings","VIR-276.01 Verify that the Product Admin can configure the following product attribute for each item","PENDING","2017-08-11T14:08:26.643+03:00","0.0","0.0"
"PRD-2 - Product Groupings","VIR-276.02 Verify that the Product Admin can publish the changes to the site to be shown to the shopper","PENDING","2017-08-11T14:08:26.707+03:00","0.0","0.0"
"PRD-2 - Product Groupings","VIR-276.03 Verify that the published changes are shown to the shopper","PENDING","2017-08-11T14:08:26.755+03:00","0.0","0.0"
"PRD-3 - Advanced Marketing","VIR-277.01 Verify that the crossell and upsell management can be done on the PIM","PENDING","2017-08-11T14:08:26.833+03:00","0.0","0.0"
"PRD-4 - Product Configurations","VIR-278.01 Verify that the product admin is able to add attributes to the PIM","PENDING","2017-08-11T14:08:26.920+03:00","0.0","0.0"
"PRD-4 - Product Configurations","VIR-278.02 Verify that the appropriate products and their details are shown to the user","PENDING","2017-08-11T14:08:26.974+03:00","0.0","0.0"
