"Story","Title","Result","Date","Stability","Duration (s)"
"CAT-3 - Pagination","VIR-138.04 Verity that the first page is shown when customer enters the 0","ERROR","2017-08-11T14:07:42.119+03:00","0.0","0.41"
"CAT-3 - Pagination","VIR-138.05 Verify that any other data can't be entered except integer","ERROR","2017-08-11T14:07:42.601+03:00","0.0","0.14"
"CAT-3 - Pagination","VIR-138.06 Verify that any other data can't be entered except integer using context paste","ERROR","2017-08-11T14:07:42.798+03:00","0.0","0.47"
"CAT-3 - Pagination","VIR-138.07 Verify that the sorting/filtering is not cleared while navigating through the pages in the current way","ERROR","2017-08-11T14:07:43.501+03:00","0.0","0.26"
"CAT-3 - Pagination","VIR-138.08 Verify that the customer is able to enter the page number to navigate into it on the Category page","ERROR","2017-08-11T14:07:43.823+03:00","0.0","0.16"
"CAT-3 - Pagination","VIR-138.09 Verify that the customer is able to enter the page number to navigate into it on the Search result page","ERROR","2017-08-11T14:07:44.202+03:00","0.0","0.23"
"CAT-4 - Page Navigation","VIR-139.01 Verify that the first/last/next pages are shown above and below the list of products","ERROR","2017-08-11T14:07:44.504+03:00","0.0","0.17"
"CAT-4 - Page Navigation","VIR-139.02 Verify that the customer is able to navigate through the previous, next, last pages on Category page","ERROR","2017-08-11T14:07:44.786+03:00","0.0","0.2"
"CAT-4 - Page Navigation","VIR-139.03 Verify that the customer is able to navigate through the previous, next, last pages on Search result page","ERROR","2017-08-11T14:07:45.049+03:00","0.0","0.27"
"CAT-4 - Page Navigation","VIR-139.04 Verify that the previous/ first page is disabled, when customer is on the first pages for Category page","ERROR","2017-08-11T14:07:45.392+03:00","0.0","0.13"
"CAT-4 - Page Navigation","VIR-139.05 Verify that the previous/ first page is disabled, when customer is on the first pages for Search result page","ERROR","2017-08-11T14:07:45.600+03:00","0.0","0.08"
"CAT-4 - Page Navigation","VIR-139.06 Verify that the next/last page button is disabled, when customer is on the last pages for Category page","ERROR","2017-08-11T14:07:45.762+03:00","0.0","0.1"
"CAT-4 - Page Navigation","VIR-139.07 Verify that the next/last page button is disabled when customer is on the last page for Search result page","ERROR","2017-08-11T14:07:45.917+03:00","0.0","0.13"
"PDP-2 - Image Zoom","VIR-140.01 Verify that the customer can use rotating zoom on the product images","ERROR","2017-08-11T14:08:24.145+03:00","0.0","0.06"
"PDP-2 - Image Zoom","VIR-140.02 Verify that the customer can close rotating zoom on the product images","ERROR","2017-08-11T14:08:24.318+03:00","0.0","0.05"
"PDP-3 - Mouse Over","VIR-141.01 Verify that the customer can zoom the product image when hover it","ERROR","2017-08-11T14:08:24.487+03:00","0.0","0.06"
"PDP-13 - Cross-Sell Products","VIR-143.01 Verify that the recommended products are shown to the customer","ERROR","2017-08-11T14:08:22.499+03:00","0.0","0.1"
"PDP-14 - Up-Sell Products","VIR-144.01 Verify that the similar products are shown to the customer","ERROR","2017-08-11T14:08:22.710+03:00","0.0","0.07"
"PDP-14 - Up-Sell Products","VIR-144.02 Verify that the customer can add the similar product to the cart","ERROR","2017-08-11T14:08:22.898+03:00","0.0","0.06"
"PDP-16 - Tools & Assembly Required","VIR-146.01 Verify that ""Assembly Required"" is shown to the customer, if the products requires assembly","ERROR","2017-08-11T14:08:23.252+03:00","0.0","0.09"
"PDP-16 - Tools & Assembly Required","VIR-146.02 Verify that ""Assembly Required"" is not shown to the customer, if the products does not require assembly","ERROR","2017-08-11T14:08:23.411+03:00","0.0","0.06"
"CAT-5 - Category Navigation","VIR-151.01 Verify that the ""Top"" button flows from the centered middle to the bottom on moving/scrolling the page","ERROR","2017-08-11T14:07:46.101+03:00","0.0","0.12"
"CAT-5 - Category Navigation","VIR-151.02 Verify that the ""Top"" button is shown to the user when they scroll down and menu is not visible","ERROR","2017-08-11T14:07:46.315+03:00","0.0","0.08"
"CAT-5 - Category Navigation","VIR-151.03 Verify that ""Top"" button moves user to the top of the page","ERROR","2017-08-11T14:07:46.498+03:00","0.0","0.07"
"CAT-5 - Category Navigation","VIR-151.04 Verify that the ""Top"" button is shown to the user on the Category page","ERROR","2017-08-11T14:07:46.697+03:00","0.0","0.07"
"CNT-2 - Component Maintenance","VIR-166.01 Verify the rotating carousel is added on the home page","ERROR","2017-08-11T14:08:04.451+03:00","0.0","0.05"
"CNT-2 - Component Maintenance","VIR-166.02 Verify that the each Banner has Rotating Theme, promotional message and installation slots","ERROR","2017-08-11T14:08:04.523+03:00","0.0","0.08"
"CNT-2 - Component Maintenance","VIR-166.03 Verify that the changes applied to the home page on the WCMS are shown on the site","ERROR","2017-08-11T14:08:04.623+03:00","0.0","0.13"
"CNT-2 - Component Maintenance","VIR-166.04 Verify changes on the site","ERROR","2017-08-11T14:08:04.828+03:00","0.0","0.12"
"CNT-2 - Component Maintenance","VIR-166.06 Return changes for carousel","ERROR","2017-08-11T14:08:05.175+03:00","0.0","0.17"
"ACT-2 - Service Level Selection","VIR-227.01 Verify that the customer can view the service level field right of the contract drop down","ERROR","2017-08-11T14:07:17.812+03:00","0.0","0.22"
"ACT-2 - Service Level Selection","VIR-227.02 Verify that the shopper can view the following service level options in the dropdown field","ERROR","2017-08-11T14:07:18.344+03:00","0.0","0.18"
"ACT-2 - Service Level Selection","VIR-227.03 Verify that the Tailgate service level option is selected by default","ERROR","2017-08-11T14:07:18.860+03:00","0.0","0.09"
"ACT-2 - Service Level Selection","VIR-227.04 Verify that the customer can set any service level from the shown options","ERROR","2017-08-11T14:07:19.350+03:00","0.0","0.16"
"ACT-17 - My Account View Options","VIR-242.01 Verify that the following sub menu My Account menu has following options","ERROR","2017-08-11T14:07:04.024+03:00","0.0","0.54"
"ACT-17 - My Account View Options","VIR-242.02 Verify that the shopper is moved to the appropriate page after clicking on the sub-menu option","ERROR","2017-08-11T14:07:04.969+03:00","0.0","0.47"
"ACT-19 - Static Email Address","VIR-244.01 Verify that the shopper can see their email address within Email in My Account Menu","ERROR","2017-08-11T14:07:07.833+03:00","0.0","0.32"
"ACT-19 - Static Email Address","VIR-244.02 Verify that the email address is not editable","ERROR","2017-08-11T14:07:08.321+03:00","0.0","0.19"
"ACT-21 - View Saved Carts","VIR-246.01 Verify that the shopper can see the saved carts within My Account","ERROR","2017-08-11T14:07:12.306+03:00","0.0","0.22"
"ACT-21 - View Saved Carts","VIR-246.02 Remove all from saved carts","ERROR","2017-08-11T14:07:12.940+03:00","0.0","0.19"
"ACT-21 - View Saved Carts","VIR-246.03 Verify that the saved cart is shown on the saved carts page","ERROR","2017-08-11T14:07:13.491+03:00","0.0","0.27"
"ACT-21 - View Saved Carts","VIR-246.04 Verify that the products and their selected quantities are shown at the saved cart page","ERROR","2017-08-11T14:07:14.113+03:00","0.0","0.23"
"ACT-21 - View Saved Carts","VIR-246.05 Verify that saved cart can be restored","ERROR","2017-08-11T14:07:14.578+03:00","0.0","0.18"
"ACT-21 - View Saved Carts","VIR-246.06 Verify that saved cart can be updated","ERROR","2017-08-11T14:07:15.000+03:00","0.0","0.26"
"ACT-21 - View Saved Carts","VIR-246.07 Verify that saved cart can be removed","ERROR","2017-08-11T14:07:15.519+03:00","0.0","0.23"
"ACT-22 - View Personal Details","VIR-247.01 Verify that the shopper can see their personal details within My Account","ERROR","2017-08-11T14:07:16.403+03:00","0.0","0.23"
"ACT-22 - View Personal Details","VIR-247.02 Verify that the information is shown on Personal Details page","ERROR","2017-08-11T14:07:16.784+03:00","0.0","0.22"
"ACT-22 - View Personal Details","VIR-247.03 Verify that the shopper can edit the following personal details","ERROR","2017-08-11T14:07:17.202+03:00","0.0","0.2"
"GE-11 - Privacy Terms Link","VIR-254.01 Verify that the page with terms and conditions is opened after clicking on the privacy terms link at the footer","ERROR","2017-08-11T14:08:15.671+03:00","0.0","0.05"
"GE-12 - Copyright","VIR-255.01 Verify that the virco copyright text ""c 2017 Vicro. All Right Reserved"" is shown at the footer right bottom","ERROR","2017-08-11T14:08:15.728+03:00","0.0","0.08"
"GE-13 - Global Search/Contract","VIR-256.01 Verify that the Search Bar is shown to the shopper from the right header","ERROR","2017-08-11T14:08:15.845+03:00","0.0","0.07"
"GE-13 - Global Search/Contract","VIR-256.02 Verify that the contract is shown next after search bar on the header","PENDING","2017-08-11T14:08:15.946+03:00","0.0","0.0"
"GE-13 - Global Search/Contract","VIR-256.03 Verify that the Search Bar/contract are shown on navigating through the site","ERROR","2017-08-11T14:08:16.053+03:00","0.0","0.06"
"PDP-10 - Configurations","VIR-267.01 Verify that the following information is shown at the slot 3","ERROR","2017-08-11T14:08:21.305+03:00","0.0","0.12"
"PDP-12 - Add/Remove PDP","VIR-268.01 Verify that the customer can select the quantity of items before adding to the cart on the product details page","ERROR","2017-08-11T14:08:21.834+03:00","0.0","0.12"
"PDP-12 - Add/Remove PDP","VIR-268.02 Verify that the customer can add quantity by dropdown","ERROR","2017-08-11T14:08:21.974+03:00","0.0","0.12"
"PDP-12 - Add/Remove PDP","VIR-268.03 Verify that the customer can add the quantity manually","ERROR","2017-08-11T14:08:22.115+03:00","0.0","0.05"
"PDP-12 - Add/Remove PDP","VIR-268.04 Verify that the quantity is automatically moved to 1 if customer enters 0","ERROR","2017-08-11T14:08:22.212+03:00","0.0","0.07"
"PDP-12 - Add/Remove PDP","VIR-268.05 Verify that the customer is not able to add more items than 9,999 in one order","ERROR","2017-08-11T14:08:22.323+03:00","0.0","0.13"
"PLD - Global Elements - Footer","VIR-302.01 Verify Shop with confidence at Virco Mfg. Corporation title","ERROR","2017-08-11T14:08:19.111+03:00","0.0","0.05"
"PLD - Global Elements - Footer","VIR-302.02 Verify We accept the following payment types title","ERROR","2017-08-11T14:08:19.311+03:00","0.0","0.06"
"PLD - Global Elements - Footer","VIR-302.03 Verify NEED HELP? 1 800 448 4726 title","ERROR","2017-08-11T14:08:19.467+03:00","0.0","0.08"
"PLD - Global Elements - Footer","VIR-302.04 Verify Follow Us title","ERROR","2017-08-11T14:08:19.657+03:00","0.0","0.04"
"CART-2 - Cart Data","VIR-319.01 Verify that the items have the following information shown additionally at the shopping cart","ERROR","2017-08-11T14:08:27.896+03:00","0.0","0.04"
"CART-2 - Cart Data","VIR-319.02 Verify that the shown data is valid","ERROR","2017-08-11T14:08:27.953+03:00","0.0","0.04"
"CART-3 - Product Links","VIR-320.01 Verify that the link to the added product to the cart is shown to the shopper on the cart page","ERROR","2017-08-11T14:08:28.014+03:00","0.0","0.06"
"CART-3 - Product Links","VIR-320.02 Verify that clicking on the link the shopper is moved to the product page","ERROR","2017-08-11T14:08:28.097+03:00","0.0","0.06"
"CART-3 - Product Links","VIR-320.03 Verify that the shopper can continue the shopping by clicking on Continue Shopping page","ERROR","2017-08-11T14:08:28.171+03:00","0.0","0.05"
"CART-3 - Product Links","VIR-320.04 Verify that the shopper is moved to the last product page which was viewed","ERROR","2017-08-11T14:08:28.257+03:00","0.0","0.06"
"CART-4 - Delete SKU","VIR-321.01 Verify that the delete button is shown per each record from the cart","ERROR","2017-08-11T14:08:28.355+03:00","0.0","0.06"
"CART-4 - Delete SKU","VIR-321.02 Verify that the deleted record is removed from the cart and total is recalculated appropriately","ERROR","2017-08-11T14:08:28.468+03:00","0.0","0.08"
"CART-4 - Delete SKU","VIR-321.03 Verify that the recalculated total is shown at the mini cart on the Cart badge","ERROR","2017-08-11T14:08:28.585+03:00","0.0","0.07"
"CART-9 - Cart Quantity","VIR-325.01 Verify that the total quantity of items are shown on the cart","ERROR","2017-08-11T14:08:28.697+03:00","0.0","0.07"
"CART-9 - Cart Quantity","VIR-325.02 Verify that the quantity is based on the item level","ERROR","2017-08-11T14:08:28.818+03:00","0.0","0.1"
"CART-10 - Mini-Cart","VIR-326.01 Verify that the last 5 line items from the cart is shown to the customer if they hover the cart icon","ERROR","2017-08-11T14:08:27.566+03:00","0.0","0.08"
"CART-10 - Mini-Cart","VIR-326.02 Verify that the Cart is shown if click Checkout","ERROR","2017-08-11T14:08:27.662+03:00","0.0","0.06"
"CART-10 - Mini-Cart","VIR-326.03 Verify that the Cart Mini is closed if click Continue Shopping","ERROR","2017-08-11T14:08:27.724+03:00","0.0","0.05"
"CNT-4 - Security Compliance","VIR-375.01 Unable to open the ""Verisign terms and policy"" page except through the Contact Us page","ERROR","2017-08-11T14:08:06.140+03:00","0.0","0.09"
"PDP-14 - Up-Sell Products","VIR-483 Missing product price in Up/Cross sell pop-up","ERROR","2017-08-11T14:08:22.990+03:00","0.0","0.09"
"LGN-2 - Site login","VIR-506.01 Verify that the shopper can login to the system by entering email and password","ERROR","2017-08-11T14:08:19.944+03:00","0.0","0.17"
"LGN-2 - Site login","VIR-506.02 Verify that the shopper is routed to the home page after successful login","ERROR","2017-08-11T14:08:20.122+03:00","0.0","0.15"
"LGN-2 - Site login","VIR-506.03 Verify that the shopper is routed to the Virco.com site after successful logout","ERROR","2017-08-11T14:08:20.292+03:00","0.0","0.06"
"LGN-3 - Password Reset","VIR-507.01 Create new user in the Backoffice","ERROR","2017-08-11T14:08:20.367+03:00","0.0","0.08"
"LGN-3 - Password Reset","VIR-507.02-03 Verify that the shopper is able to open change password modal window by clicking in the corresponding link","ERROR","2017-08-11T14:08:20.460+03:00","0.0","0.07"
"LGN-3 - Password Reset","VIR-507.04 Verify that the email is sent to the shopper on changing password with the reset link","ERROR","2017-08-11T14:08:20.555+03:00","0.0","0.09"
"LGN-3 - Password Reset","VIR-507.05 Verify that the shopper can enter new password on the reset link","ERROR","2017-08-11T14:08:20.663+03:00","0.0","0.05"
"LGN-3 - Password Reset","VIR-507.06 Verify that the shopper can login to the system with the new password","ERROR","2017-08-11T14:08:20.729+03:00","0.0","0.1"
"LGN-3 - Password Reset","VIR-507.07 Verify the password creation validation rules","ERROR","2017-08-11T14:08:20.864+03:00","0.0","0.1"
"CAT-3 - Pagination","VIR-592.01 Verify that the pagination is shown above and below the list of products on search page","ERROR","2017-08-11T14:07:40.674+03:00","0.0","0.26"
"CAT-1 - Grid/List View Toggle","VIR-790.01 Verify that the customer can switch the view of products into grid, list on search page","ERROR","2017-08-11T14:07:38.433+03:00","0.0","0.15"
